movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
451,Family Legend,Movie,Family,Sport,2005,109.0,TV-MA,Japanese,Japan,6.8,2290910.0,,,,1,2024-11-16,0
452,Family Secret,Limited Series,Romance,,2024,56.0,TV-Y7,French,USA,,,,11.0,58.0,1,2023-12-23,0
453,Princess Dream,Movie,Adventure,,2007,92.0,TV-MA,English,Germany,9.2,3945580.0,366268007.0,,,0,2021-03-16,0
454,Princess Queen,Movie,Mystery,,1998,113.0,NC-17,Hindi,UK,6.6,357135.0,1413140.0,,,0,2022-07-31,0
455,Journey Quest,Movie,Fantasy,,2008,117.0,PG-13,English,France,,,49402926.0,,,0,2025-02-22,0
456,Ice Legend,Movie,War,,1979,104.0,PG-13,Hindi,USA,,,96016345.0,,,0,2025-07-18,0
457,The Day,TV Series,Drama,Family,1995,45.0,G,Hindi,USA,1.7,,,,97.0,0,2023-03-02,0
458,Secret Hero,TV Series,Action,,2018,57.0,R,English,USA,,,,6.0,173.0,1,2023-03-08,0
459,Ice Phoenix,Movie,War,,1997,98.0,TV-MA,English,USA,8.1,,2089087.0,,,1,2024-08-04,1
460,Family Journey,TV Series,Documentary,History,2013,24.0,TV-14,Italian,Japan,,,,9.0,66.0,0,2022-02-23,0
461,King Queen,Stand-up Comedy,Fantasy,,2003,61.0,TV-PG,Spanish,Canada,5.6,,,,,1,2024-05-07,0
462,Last Kingdom,TV Series,Drama,,2007,53.0,TV-PG,Spanish,USA,9.0,,,13.0,17.0,1,2023-05-23,0
463,Phoenix Day,TV Series,Comedy,,2007,28.0,TV-14,English,USA,8.3,,,13.0,166.0,0,2022-11-14,0
464,Old House,Limited Series,Sport,,1993,38.0,TV-Y,English,USA,4.9,,,6.0,176.0,0,2021-05-04,1
465,Battle Fire,Documentary,Romance,,2006,91.0,R,Korean,USA,7.4,,,,,0,2023-08-04,0
466,Ice Secret,Movie,Horror,,2011,132.0,G,English,USA,5.5,6517048.0,,,,0,2021-06-26,0
467,City Fire,Documentary,Sci-Fi,Fantasy,1996,68.0,NC-17,English,USA,7.1,,,,,0,2023-11-05,0
468,King Phoenix,TV Series,Action,Western,1992,27.0,TV-Y7,Spanish,USA,7.0,,,,117.0,0,2023-06-17,0
469,Hero Empire,Documentary,Crime,,2002,92.0,TV-Y,English,South Korea,,,,,,1,2020-12-27,0
470,Mystery House,Documentary,Biography,,1994,112.0,TV-Y,Italian,USA,5.7,,,,,0,2025-06-30,0
471,Our Journey,TV Series,Documentary,,2017,45.0,G,Italian,India,8.0,,,8.0,177.0,0,2023-11-19,0
472,Quest House,Movie,Action,,1995,113.0,TV-MA,English,USA,5.9,59076396.0,1149791.0,,,0,2021-09-05,0
473,Journey House,Movie,Animation,Drama,1998,95.0,NC-17,German,USA,5.5,1622983.0,,,,1,2021-11-01,0
474,Family Quest,TV Series,Drama,,2007,37.0,TV-Y7,English,Canada,7.0,,,14.0,21.0,1,2020-08-19,0
475,A Secret,Movie,Drama,,2014,112.0,PG,French,Germany,5.2,1942432.0,50827785.0,,,0,2022-10-20,0
476,Bright Storm,Limited Series,Action,Animation,2016,35.0,TV-G,Spanish,South Korea,,,,14.0,176.0,0,2024-09-11,0
477,Dragon War,TV Series,Mystery,Family,2003,524.0,NC-17,Spanish,USA,5.0,,,4.0,199.0,1,2024-05-09,0
478,House Storm,Movie,Comedy,Drama,2004,138.0,NC-17,English,Canada,3.2,,3733955.0,,,1,2022-09-01,0
479,Little House,TV Series,Biography,Family,2013,56.0,PG-13,Spanish,South Korea,6.8,,,8.0,94.0,0,2020-09-13,0
480,Princess Secret,Movie,History,Comedy,2013,118.0,TV-G,English,USA,5.1,25930822.0,32785848.0,,,0,2025-07-21,0
481,Ice Story,Movie,War,,2021,122.0,TV-Y7,English,UK,6.3,,9899916.0,,,0,2024-09-05,1
482,Love Battle,TV Series,History,,1997,32.0,TV-PG,English,USA,,,,3.0,120.0,1,2022-10-15,0
483,War Journey,Movie,Family,Thriller,2018,170.0,R,English,USA,4.0,1509950.0,9208234.0,,,0,2023-01-26,0
484,Secret King,Movie,Animation,Adventure,1994,90.0,TV-MA,Japanese,South Korea,4.8,360993.0,2993307.0,,,0,2020-08-24,0
485,Bright Queen,Movie,Drama,,1998,133.0,NC-17,French,USA,7.8,3337484.0,33861358.0,,,0,2023-11-06,0
486,Story Warrior,Movie,Sci-Fi,,1999,126.0,TV-14,English,South Korea,6.4,857249.0,816259.0,,,1,2023-01-04,0
487,Mystery Secret,Documentary,History,Biography,1999,75.0,TV-Y7,Korean,USA,6.6,,,,,0,2021-05-26,0
488,My Mystery,Movie,Thriller,,2013,111.0,NC-17,Hindi,Canada,,252254.0,161575.0,,,0,2023-07-16,0
489,New Dream,Movie,Sport,Thriller,2023,97.0,NC-17,English,USA,,29439846.0,2124537.0,,,0,2021-07-11,0
490,A Storm,Documentary,Sci-Fi,Romance,1996,118.0,TV-Y,Hindi,Canada,,,,,,0,2022-11-12,0
491,New Warrior,Documentary,Romance,,1999,80.0,PG,English,Japan,8.1,,,,,0,2025-06-18,1
492,Battle Love,TV Series,Documentary,Thriller,2009,54.0,NC-17,English,Canada,5.8,,,13.0,9.0,0,2021-09-14,0
493,Story Fire,Stand-up Comedy,War,,2023,34.0,TV-PG,English,UK,6.1,,,,,1,2024-04-16,0
494,Last Day,TV Series,Music,,2005,44.0,R,English,Germany,5.6,,,2.0,10.0,0,2023-07-17,0
495,City Legend,TV Series,War,Biography,1997,44.0,PG,English,USA,7.7,,,,64.0,1,2024-01-14,0
496,Last Mission,Stand-up Comedy,Action,,2002,65.0,NC-17,German,Japan,1.2,,,,,0,2023-01-07,1
497,Big Warrior,TV Series,Family,,1990,31.0,TV-G,English,USA,4.7,,,1.0,31.0,0,2025-07-13,1
498,Day Dragon,TV Series,Western,,2024,71.0,TV-G,English,USA,6.3,,,14.0,37.0,1,2021-03-04,0
499,Family Story,TV Series,Western,,1998,43.0,TV-Y7,English,USA,7.9,,,10.0,163.0,0,2023-10-01,0
500,My Journey,TV Series,Music,,1990,33.0,TV-PG,English,USA,3.9,,,13.0,199.0,1,2025-06-10,0
501,Hero Dragon,Movie,Comedy,War,1995,100.0,TV-Y,English,USA,9.0,16854758.0,2474372.0,,,1,2022-09-13,1
502,Love Legend,Stand-up Comedy,Sci-Fi,Crime,1993,51.0,TV-Y7,Spanish,USA,6.0,,,,,0,2024-02-16,0
503,An Dragon,TV Series,Horror,,1999,31.0,R,Japanese,USA,7.0,,,,80.0,0,2020-08-03,0
504,Princess Queen,TV Series,Animation,Adventure,2001,36.0,R,English,USA,8.4,,,11.0,8.0,0,2023-10-08,0
505,Phoenix Day,Movie,Western,,1994,117.0,TV-14,Korean,USA,8.5,994027.0,12250323.0,,,0,2023-07-08,0
506,Love Dream,TV Series,Drama,,1997,73.0,TV-PG,French,USA,7.4,,,3.0,73.0,0,2024-03-12,0
507,Old Empire,Movie,Thriller,,1991,118.0,PG-13,Spanish,USA,4.9,5168542.0,23957389.0,,,0,2025-06-14,1
508,Last Hero,Movie,Adventure,Crime,1956,123.0,PG,English,Canada,8.1,1074818.0,32843910.0,,,0,2023-10-13,0
509,Queen House,Movie,Western,Fantasy,1996,112.0,PG,English,USA,6.1,4019610.0,,,,0,2025-05-23,0
510,Queen Kingdom,Movie,History,,2015,100.0,PG,Japanese,USA,0.7,,,,,1,2020-12-23,1
511,Dragon Princess,Movie,Music,,2018,92.0,G,Spanish,South Korea,5.2,1893934.0,1115568.0,,,0,2022-06-04,0
512,An Princess,Stand-up Comedy,Romance,,2017,93.0,NC-17,English,USA,0.7,,,,,1,2021-12-02,0
513,Night Dragon,Movie,Drama,,2008,117.0,TV-G,English,South Korea,8.1,1958252.0,3878800.0,,,1,2023-03-03,0
514,Love Love,Movie,Animation,Horror,2003,89.0,TV-Y,French,USA,5.4,,221786.0,,,1,2021-09-08,0
515,Secret House,TV Series,Sci-Fi,,2006,30.0,TV-G,English,Canada,,,,11.0,58.0,0,2021-03-22,0
516,Dragon Storm,Documentary,Action,Comedy,2020,78.0,TV-14,English,Canada,4.9,,,,,1,2024-08-17,0
517,Storm Legend,TV Series,War,,1998,48.0,TV-MA,English,Japan,6.0,,,9.0,85.0,0,2021-07-21,0
518,A Quest,Movie,Horror,,2002,89.0,G,Spanish,USA,8.3,,2839053.0,,,0,2025-01-09,0
519,Quest House,Documentary,Fantasy,Drama,2020,98.0,TV-PG,English,USA,5.9,,,,,0,2025-06-11,0
520,Big Queen,TV Series,Biography,,1992,28.0,PG-13,English,Germany,6.5,,,5.0,9.0,0,2023-05-25,0
521,Quest House,Movie,Crime,Mystery,2017,114.0,TV-14,French,USA,5.6,2053432.0,254166195.0,,,0,2024-07-31,0
522,Big Warrior,Documentary,Romance,,2018,62.0,TV-G,Hindi,Germany,8.1,,,,,1,2022-08-31,0
523,Mystery War,Movie,Fantasy,,1981,159.0,G,Italian,South Korea,6.9,5347853.0,30379004.0,,,0,2023-12-08,0
524,Kingdom City,Movie,Crime,,2019,105.0,TV-PG,English,Germany,4.3,8179501.0,,,,0,2023-02-07,0
525,Night Warrior,Movie,Animation,Horror,2006,69.0,TV-PG,English,USA,5.1,28195264.0,,,,0,2022-05-10,0
526,Journey Warrior,Stand-up Comedy,Drama,Drama,2000,61.0,TV-14,English,Canada,,,,,,0,2023-02-20,0
527,Hero Story,Movie,Crime,,1993,95.0,TV-Y7,English,South Korea,,9430381.0,345877.0,,,0,2025-01-22,0
528,Queen Empire,Movie,Biography,,1995,91.0,TV-G,French,USA,1.3,5268267.0,98546720.0,,,1,2020-08-20,1
529,Legend Warrior,Movie,Music,,1996,62.0,PG,Korean,USA,7.5,,4201576.0,,,0,2024-04-17,0
530,Night Legend,Documentary,Romance,,2015,91.0,TV-MA,Japanese,USA,5.3,,,,,1,2025-04-22,0
531,Last Night,Movie,Western,Biography,2000,106.0,PG,English,Japan,10.0,,136292673.0,,,0,2025-04-01,0
532,First Phoenix,TV Series,Adventure,Thriller,1998,36.0,TV-14,English,USA,,,,13.0,15.0,0,2025-04-11,0
533,First Ice,Stand-up Comedy,Thriller,,2007,61.0,TV-14,English,USA,6.0,,,,,0,2025-01-11,1
534,Big Family,TV Series,War,Sport,1991,14.0,PG-13,English,USA,7.9,,,8.0,36.0,0,2022-08-26,1
535,Last Phoenix,TV Series,Romance,Thriller,1993,71.0,R,Hindi,Canada,4.8,,,12.0,126.0,1,2021-11-21,1
536,Bright Hero,TV Series,Western,,1992,36.0,TV-14,Japanese,USA,,,,1.0,76.0,0,2023-08-28,0
537,New Story,Movie,Horror,,1998,67.0,PG-13,Italian,UK,5.6,3291844.0,9314738.0,,,1,2022-08-16,1
538,Storm Dream,Movie,Thriller,,2002,80.0,NC-17,Spanish,France,4.9,13375163.0,,,,0,2022-10-21,1
539,Queen Queen,Movie,Family,,2021,106.0,TV-Y,English,USA,6.2,,5088419.0,,,1,2021-03-18,0
540,Warrior Story,Documentary,Music,Mystery,2004,86.0,TV-MA,Italian,USA,7.7,,,,,1,2020-09-03,0
541,Princess Love,Documentary,Adventure,,2024,76.0,TV-G,Japanese,USA,4.8,,,,,0,2021-02-28,0
542,Storm Empire,Documentary,Horror,,2004,82.0,TV-Y,English,USA,4.9,,,,,1,2022-09-29,0
543,War Adventure,TV Series,War,Fantasy,2003,24.0,G,English,Germany,4.8,,,3.0,170.0,0,2024-08-24,0
544,Hero Quest,Movie,Comedy,Music,1990,70.0,TV-PG,English,Germany,5.9,1855152.0,,,,0,2022-10-26,0
545,Little Mission,Documentary,Western,,1998,90.0,G,Spanish,USA,8.6,,,,,1,2022-02-22,0
546,New Queen,Movie,Adventure,Sport,2011,100.0,G,Korean,Canada,5.2,27001846.0,1247942.0,,,0,2024-04-18,0
547,Fire Mission,TV Series,History,,2011,55.0,PG,Italian,South Korea,4.6,,,8.0,41.0,1,2025-07-30,0
548,Story Hero,Documentary,Comedy,Adventure,1990,92.0,R,English,Germany,,,,,,0,2024-04-13,0
549,A Adventure,Movie,Crime,Western,1995,130.0,TV-PG,English,USA,,116133750.0,,,,0,2021-10-04,1
550,Dark Ice,Movie,War,,2001,59.0,PG-13,Spanish,USA,6.2,1930583.0,,,,0,2023-11-03,0
551,Warrior Quest,Movie,Mystery,Romance,2012,109.0,R,English,USA,,1558696.0,4818745.0,,,0,2023-09-08,0
552,A Mission,Documentary,Romance,,2017,88.0,TV-14,English,UK,,,,,,1,2025-01-17,1
553,Mystery City,Documentary,Music,,2010,93.0,NC-17,English,Germany,6.0,,,,,1,2024-06-22,0
554,Fire Queen,Documentary,History,,2009,84.0,NC-17,German,Canada,7.8,,,,,0,2021-11-28,0
555,Ice Phoenix,TV Series,Comedy,Sci-Fi,2011,22.0,R,English,Germany,3.0,,,,141.0,0,2025-04-06,1
556,Empire Princess,Documentary,Animation,,2001,108.0,TV-Y,English,USA,6.8,,,,,0,2023-09-10,0
557,Queen Hero,Movie,Sport,,2020,147.0,TV-G,English,USA,7.8,13882650.0,1054653607.0,,,0,2022-03-09,0
558,Last Phoenix,TV Series,Music,,2011,28.0,NC-17,Spanish,USA,5.6,,,2.0,185.0,0,2020-08-13,0
559,Mystery Dragon,Documentary,Romance,,2001,73.0,TV-Y7,English,South Korea,,,,,,1,2021-07-05,0
560,Ice Queen,Stand-up Comedy,Adventure,,1997,51.0,TV-Y,English,Germany,,,,,,0,2025-04-19,0
561,Quest Secret,TV Series,Western,Crime,1990,54.0,R,English,UK,3.8,,,5.0,38.0,0,2023-03-05,0
562,Legend Queen,Movie,Action,,2006,137.0,G,English,Germany,,8709831.0,1267443.0,,,0,2024-06-18,0
563,Ice Secret,Movie,Sport,,1995,121.0,R,English,USA,7.0,14078805.0,,,,0,2024-10-08,0
564,Mystery Mystery,TV Series,Documentary,,2006,6.0,NC-17,English,USA,,,,,177.0,0,2024-04-18,0
565,Dragon Family,Stand-up Comedy,Music,,2005,54.0,G,English,USA,6.9,,,,,0,2021-07-18,0
566,A City,Movie,History,Mystery,2022,110.0,TV-Y,Hindi,USA,7.2,,124803650.0,,,0,2024-10-11,0
567,Journey Kingdom,TV Series,Fantasy,,1993,50.0,PG,English,USA,5.6,,,13.0,167.0,1,2025-01-15,1
568,Dark Legend,Movie,Sci-Fi,,1956,125.0,TV-Y7,English,Canada,6.2,1464928.0,7568167.0,,,0,2025-03-22,0
569,Legend King,Documentary,War,,1990,59.0,TV-14,English,USA,6.3,,,,,0,2022-04-12,1
570,Mission Storm,Stand-up Comedy,Sci-Fi,War,1999,87.0,TV-G,German,USA,5.8,,,,,0,2023-08-31,0
571,City Princess,Documentary,Family,History,2011,73.0,TV-MA,Japanese,South Korea,4.4,,,,,1,2024-11-04,0
572,Dream Secret,TV Series,Documentary,Sci-Fi,2024,33.0,PG-13,English,UK,4.5,,,8.0,105.0,0,2021-06-08,0
573,Fire Kingdom,Limited Series,Action,History,2020,34.0,PG,Spanish,Germany,6.9,,,3.0,35.0,0,2021-08-28,0
574,Journey Princess,Limited Series,Comedy,Drama,2012,57.0,PG,Spanish,USA,5.3,,,6.0,10.0,0,2024-08-14,1
575,City Quest,Documentary,Drama,,2021,86.0,NC-17,Spanish,South Korea,1.4,,,,,0,2024-10-22,0
576,Love Kingdom,Movie,Crime,,2001,104.0,G,Hindi,France,7.1,5073775.0,,,,0,2024-09-13,0
577,Family House,TV Series,Action,,2003,53.0,TV-PG,Japanese,Japan,8.6,,,7.0,74.0,1,2023-10-22,0
578,Little Phoenix,TV Series,Sport,Horror,2000,55.0,PG-13,Hindi,USA,6.6,,,3.0,29.0,0,2023-06-19,0
579,Last Story,Movie,Documentary,,1978,349.0,G,English,South Korea,7.0,5312135.0,69251153.0,,,0,2024-02-05,0
580,Last Love,Stand-up Comedy,Crime,,2014,74.0,PG,English,South Korea,6.2,,,,,1,2022-01-19,0
581,Ice Kingdom,Documentary,Sci-Fi,War,2016,111.0,TV-Y,English,USA,2.7,,,,,0,2023-07-19,1
582,My Queen,TV Series,Sci-Fi,,1990,62.0,TV-Y,English,USA,7.4,,,,192.0,0,2020-11-19,0
583,Hero Ice,Movie,Comedy,,1999,101.0,PG,English,USA,6.8,3951401.0,32741225.0,,,0,2023-07-24,0
584,Family Storm,Documentary,Romance,,2006,89.0,TV-Y,English,USA,3.8,,,,,0,2023-10-31,1
585,Quest Battle,TV Series,Comedy,,2023,59.0,G,Spanish,USA,,,,6.0,101.0,0,2020-11-25,0
586,A Adventure,Documentary,Drama,Documentary,2021,99.0,R,English,USA,4.4,,,,,1,2021-10-26,0
587,A Quest,Stand-up Comedy,Family,,2020,51.0,R,English,India,5.9,,,,,0,2022-05-14,0
588,Queen Queen,Movie,Sci-Fi,,1997,122.0,TV-Y,English,India,2.5,447581.0,391734641.0,,,0,2023-09-15,0
589,Family Adventure,Limited Series,Mystery,,2011,332.0,TV-Y,Korean,USA,7.3,,,3.0,79.0,1,2021-08-11,0
590,Secret City,Documentary,War,,2012,104.0,NC-17,English,India,5.4,,,,,0,2022-12-15,1
591,City Empire,Limited Series,Mystery,Sci-Fi,1995,94.0,TV-Y,German,USA,,,,6.0,77.0,0,2024-08-01,0
592,King Adventure,Movie,Drama,,2018,117.0,TV-G,Italian,USA,6.2,37983685.0,7744943.0,,,0,2025-03-12,0
593,Queen Dragon,Documentary,Family,Family,2001,72.0,TV-14,Spanish,Germany,,,,,,1,2022-04-24,0
594,Journey Day,Movie,Drama,,2003,153.0,PG-13,French,Canada,6.6,1442937.0,23502658.0,,,1,2024-11-16,1
595,An Empire,TV Series,Animation,,1998,28.0,PG-13,English,France,8.3,,,8.0,104.0,1,2022-06-30,0
596,Phoenix Adventure,Limited Series,Documentary,,1993,33.0,TV-G,English,USA,7.5,,,4.0,12.0,0,2020-11-12,0
597,War Journey,Stand-up Comedy,Comedy,History,1996,77.0,TV-MA,English,USA,3.6,,,,,0,2021-12-24,0
598,Queen Quest,Movie,Biography,,1995,166.0,TV-PG,English,India,6.9,719932.0,,,,0,2022-10-11,0
599,Quest War,Documentary,Thriller,,1994,89.0,TV-14,English,USA,4.9,,,,,0,2022-02-26,0
600,Big Adventure,TV Series,History,Fantasy,1992,40.0,TV-Y,Korean,South Korea,,,,14.0,173.0,0,2022-12-08,0
601,Secret Mission,Documentary,Horror,,2016,99.0,G,Japanese,Germany,6.5,,,,,0,2021-01-20,0
602,Queen Family,Movie,Mystery,Sci-Fi,2012,70.0,TV-14,Japanese,Japan,,,3500926.0,,,1,2020-12-15,0
603,Last Kingdom,Movie,War,Crime,1996,113.0,TV-14,English,USA,6.6,,,,,0,2024-06-23,0
604,Empire War,TV Series,Western,,2019,42.0,TV-MA,English,USA,5.4,,,14.0,112.0,0,2021-08-22,1
605,An War,Movie,Romance,War,2014,138.0,PG,English,South Korea,5.6,3696939.0,158596540.0,,,1,2024-09-07,0
606,Legend Fire,Movie,Comedy,Animation,1993,96.0,NC-17,English,UK,9.3,,13896745.0,,,0,2024-04-25,0
607,The War,Documentary,Romance,,2002,86.0,TV-Y7,English,USA,7.6,,,,,1,2024-06-15,0
608,King Warrior,TV Series,Western,,1991,6.0,G,English,India,5.1,,,9.0,99.0,0,2023-06-05,0
609,Old Family,Limited Series,Action,War,2018,43.0,TV-G,Spanish,South Korea,,,,5.0,182.0,0,2024-10-14,0
610,Princess Legend,Documentary,Thriller,,2004,43.0,TV-Y7,French,Japan,4.4,,,,,0,2022-10-08,1
611,Big Adventure,Movie,Documentary,Fantasy,2017,126.0,TV-Y7,English,USA,1.3,2250753.0,170972649.0,,,0,2023-07-31,0
612,Kingdom Empire,Movie,Music,Mystery,2009,66.0,TV-Y,English,USA,5.4,2775406.0,18385689.0,,,1,2021-12-19,1
613,Princess Day,Limited Series,Sci-Fi,Crime,1993,30.0,TV-Y7,English,USA,4.6,,,8.0,19.0,0,2024-12-27,0
614,Day Day,Movie,Comedy,,2019,108.0,TV-G,English,Japan,4.6,1559466.0,,,,0,2024-11-20,0
615,An Fire,Movie,Crime,,2016,136.0,PG,English,Japan,5.1,1121652.0,130558068.0,,,1,2022-02-02,1
616,First Ice,Documentary,Adventure,,2007,96.0,G,English,South Korea,7.1,,,,,0,2022-12-06,0
617,Quest War,Movie,War,War,2023,146.0,PG,English,Germany,7.1,77455401.0,7924508.0,,,0,2024-06-27,0
618,First Kingdom,TV Series,War,Romance,2014,58.0,NC-17,English,South Korea,,,,1.0,152.0,0,2024-05-30,0
619,My Story,Documentary,Crime,Adventure,2014,570.0,TV-G,Japanese,UK,4.8,,,,,1,2021-03-03,1
620,Dark Secret,Movie,Animation,,1997,111.0,TV-Y7,English,USA,7.9,5640579.0,96414255.0,,,1,2020-10-28,0
621,Battle War,TV Series,History,Horror,2023,53.0,PG,Hindi,USA,7.0,,,5.0,95.0,1,2022-06-05,0
622,An Journey,Movie,Western,Comedy,2005,130.0,R,Italian,South Korea,3.4,5596184.0,43187317.0,,,1,2020-08-06,0
623,Family Day,Stand-up Comedy,Family,,2013,54.0,PG,English,USA,9.3,,,,,0,2023-08-08,0
624,Mystery Mystery,Movie,Romance,Sport,2015,101.0,G,English,USA,5.7,5694534.0,169216899.0,,,1,2021-03-11,0
625,Day Night,Movie,Documentary,,2003,105.0,TV-Y,English,USA,,,,,,0,2021-10-13,0
626,Journey Mystery,Movie,Western,,2009,21.0,NC-17,English,South Korea,5.3,350706.0,146051.0,,,0,2025-03-18,0
627,Love Legend,Movie,Western,,2018,121.0,NC-17,English,Germany,6.5,2533936.0,45685991.0,,,0,2024-12-29,0
628,Phoenix Story,TV Series,Music,,2010,45.0,TV-14,English,Canada,8.0,,,13.0,170.0,0,2024-04-11,0
629,Adventure Secret,Documentary,Adventure,,1999,104.0,TV-MA,Japanese,USA,8.2,,,,,1,2023-11-14,0
630,War Secret,Documentary,Sport,War,2024,56.0,TV-G,Japanese,USA,,,,,,1,2024-04-15,0
631,Warrior Kingdom,Movie,War,War,2003,81.0,TV-PG,English,South Korea,4.8,19341025.0,120445111.0,,,0,2022-11-26,0
632,Day Dragon,Movie,Adventure,,2004,89.0,G,French,Germany,6.4,220840.0,,,,1,2020-11-20,0
633,Warrior Ice,TV Series,Biography,History,2000,43.0,TV-G,English,USA,6.6,,,6.0,29.0,1,2020-09-15,0
634,War Phoenix,Stand-up Comedy,Action,,1997,74.0,TV-MA,English,Germany,8.0,,,,,0,2022-04-20,1
635,Dream Family,TV Series,Comedy,,1995,30.0,TV-Y7,French,South Korea,4.8,,,,172.0,0,2023-05-29,0
636,Last Mission,Stand-up Comedy,Music,,2009,51.0,TV-MA,English,USA,,,,,,1,2023-01-23,0
637,Old Battle,TV Series,Family,History,2006,58.0,TV-MA,English,USA,5.5,,,1.0,83.0,1,2021-10-03,0
638,Quest Family,TV Series,Romance,,2001,65.0,G,English,USA,6.1,,,8.0,25.0,0,2024-05-16,0
639,Quest Fire,Limited Series,Sport,War,1996,68.0,TV-Y7,English,Canada,4.8,,,11.0,37.0,1,2021-05-03,0
640,Warrior Legend,Movie,Horror,,2002,88.0,TV-MA,Korean,India,6.1,23331183.0,,,,0,2023-02-28,1
641,First Dream,TV Series,Thriller,Thriller,2023,62.0,R,English,USA,10.0,,,12.0,54.0,1,2025-01-29,0
642,Hero Dragon,Limited Series,Romance,,2011,20.0,TV-14,Italian,Canada,,,,3.0,37.0,1,2021-04-26,1
643,Fire Phoenix,TV Series,Drama,,2018,45.0,TV-Y7,Japanese,South Korea,5.3,,,11.0,91.0,0,2020-09-07,1
644,Kingdom Hero,TV Series,Mystery,,2010,24.0,NC-17,Italian,South Korea,6.2,,,5.0,197.0,0,2021-12-13,0
645,Last Secret,Stand-up Comedy,Adventure,Mystery,1991,62.0,TV-G,Korean,France,1.8,,,,,1,2022-11-07,1
646,King Adventure,Movie,Fantasy,,2015,104.0,TV-MA,English,France,7.5,2435028.0,296405.0,,,1,2021-09-09,0
647,Story Journey,Movie,Music,,2010,159.0,TV-Y7,French,France,8.2,12844095.0,34444993.0,,,0,2020-10-30,0
648,An Ice,Movie,Horror,,2012,138.0,TV-Y7,English,USA,4.9,,,,,1,2020-12-17,0
649,King Battle,TV Series,War,Sport,2014,52.0,TV-Y7,Spanish,UK,,,,6.0,45.0,0,2023-02-22,0
650,First Kingdom,Movie,Adventure,,2020,99.0,TV-G,English,USA,5.2,182524033.0,3132808.0,,,0,2022-11-28,0
651,Phoenix Day,Movie,Documentary,Action,2019,114.0,R,English,USA,4.1,386155.0,51575130.0,,,0,2024-02-29,1
652,Our Night,Movie,History,,2015,102.0,TV-MA,English,USA,10.0,14939487.0,21771252.0,,,0,2024-10-15,1
653,House Story,Stand-up Comedy,Music,Sci-Fi,1993,334.0,TV-Y,English,South Korea,5.0,,,,,0,2025-06-05,0
654,Adventure Legend,Stand-up Comedy,Drama,Romance,2011,67.0,TV-Y,English,USA,6.5,,,,,0,2022-12-09,0
655,Hero Kingdom,Movie,Fantasy,Adventure,1995,166.0,TV-Y,English,USA,7.5,1537325.0,14483384.0,,,1,2022-11-10,0
656,Phoenix Ice,TV Series,Animation,,2024,63.0,R,English,USA,4.9,,,6.0,132.0,1,2025-03-17,1
657,Battle Queen,Limited Series,Romance,,2014,52.0,TV-14,English,South Korea,6.5,,,14.0,178.0,1,2024-08-04,0
658,Empire Love,TV Series,Mystery,,2010,51.0,R,Japanese,USA,,,,5.0,58.0,0,2023-09-05,1
659,Little Night,TV Series,Sci-Fi,,2009,40.0,TV-14,English,USA,,,,3.0,171.0,1,2025-06-01,0
660,Fire Secret,Movie,Adventure,,1990,121.0,PG-13,English,South Korea,8.6,,3300259.0,,,1,2023-12-04,0
661,House Night,Limited Series,Horror,,1992,58.0,NC-17,English,South Korea,6.5,,,3.0,162.0,1,2021-04-22,1
662,Bright Family,Movie,Documentary,,1997,65.0,TV-MA,English,USA,7.9,10706001.0,1631334.0,,,0,2020-09-13,0
663,Phoenix Legend,Limited Series,Biography,,2008,32.0,G,English,South Korea,6.5,,,,23.0,1,2025-05-16,0
664,An Princess,Movie,History,Horror,2020,107.0,TV-G,English,USA,6.5,65169386.0,16858783.0,,,0,2021-08-23,0
665,Legend Dragon,Movie,Biography,Adventure,2009,136.0,TV-MA,French,South Korea,8.7,8291129.0,10411548.0,,,1,2020-09-13,0
666,Day City,Documentary,Adventure,,2014,110.0,R,English,India,9.6,,,,,0,2025-04-06,0
667,Empire Story,Movie,Sci-Fi,,1995,143.0,TV-G,English,USA,6.7,94034621.0,38879782.0,,,0,2023-03-06,0
668,Day Journey,Movie,Crime,,2013,50.0,TV-PG,Korean,South Korea,3.1,5519943.0,,,,1,2022-02-22,0
669,Dark Phoenix,TV Series,Biography,,2012,56.0,PG-13,English,France,6.8,,,3.0,123.0,0,2023-11-10,0
670,Phoenix Queen,Documentary,Drama,,2007,72.0,TV-14,English,India,6.9,,,,,0,2021-11-23,0
671,War Storm,TV Series,Animation,,2006,57.0,TV-Y,Hindi,USA,6.4,,,9.0,180.0,0,2022-10-25,0
672,Kingdom Dream,Movie,Biography,,2011,152.0,PG-13,French,Canada,5.6,68373.0,5231163.0,,,0,2023-03-26,0
673,Fire Hero,Documentary,Fantasy,,2004,141.0,TV-14,Spanish,UK,8.3,,,,,0,2024-04-24,0
674,Storm Night,TV Series,Adventure,Documentary,1997,77.0,TV-Y,Italian,India,7.1,,,2.0,26.0,0,2022-12-01,0
675,Phoenix Princess,TV Series,Action,,2019,76.0,NC-17,German,USA,6.3,,,,73.0,1,2021-08-11,1
676,Dream Hero,Movie,Adventure,Adventure,2004,174.0,TV-Y7,English,France,9.0,416301.0,268961079.0,,,1,2024-02-04,0
