review_id,user_id,movie_id,rating,review_date,device_type,is_verified_watch,helpful_votes,total_votes,review_text,sentiment,sentiment_score
7952,3342,885,3,2025-05-18,Laptop,1,2.0,4.0,Not bad but not great either.,neutral,0.423
7953,6691,436,5,2024-05-04,Tablet,1,4.0,5.0,Brilliant performance by the cast. Must watch!,positive,0.887
7954,9139,920,4,2025-09-17,Tablet,1,5.0,5.0,,positive,0.986
7955,2018,111,3,2024-10-15,Laptop,1,5.0,5.0,Watchable but predictable.,neutral,0.48
7956,26,723,4,2025-07-09,Mobile,1,0.0,7.0,Perfect blend of drama and action.,positive,
7957,3383,526,4,2025-06-02,Mobile,0,4.0,11.0,Absolutely loved this movie. Great acting and storyline.,positive,0.711
7958,6108,557,4,2025-03-08,Mobile,1,2.0,5.0,This movie exceeded my expectations.,positive,0.994
7959,5329,162,4,2024-12-26,Laptop,1,1.0,5.0,Perfect blend of drama and action.,positive,0.647
7960,9563,181,2,2025-06-14,Tablet,1,5.0,5.0,Not worth the time. Very predictable.,negative,
7961,7610,260,4,2024-02-26,Laptop,0,,,Fantastic cinematography and plot twists.,positive,0.845
7962,5625,678,4,2025-09-25,Laptop,1,4.0,8.0,Absolutely loved this movie. Great acting and storyline.,positive,
7963,3735,477,2,2025-02-25,Laptop,0,2.0,8.0,Waste of time. Poor character development.,negative,0.135
7964,5814,250,5,2024-07-25,Mobile,1,5.0,5.0,Perfect blend of drama and action.,positive,0.611
7965,4393,956,3,2024-11-09,Smart TV,1,0.0,7.0,Decent watch but forgettable.,neutral,0.588
7966,2413,690,4,2025-08-15,Laptop,0,0.0,3.0,Brilliant performance by the cast. Must watch!,positive,
7967,9257,25,4,2024-09-14,Laptop,1,,,Incredible story telling. Kept me engaged throughout.,positive,0.955
7968,251,619,3,2024-04-15,Smart TV,1,4.0,5.0,It was okay. Nothing special.,neutral,0.466
7969,8710,53,2,2025-05-21,Tablet,1,5.0,5.0,Not worth the time. Very predictable.,negative,0.179
7970,7106,256,3,2025-09-12,Smart TV,1,4.0,9.0,Not bad but not great either.,neutral,0.469
7971,6923,403,3,2024-02-25,Tablet,1,1.0,4.0,Has its moments but overall average.,neutral,0.447
7972,6044,132,5,2025-08-11,Laptop,1,4.0,5.0,Incredible story telling. Kept me engaged throughout.,positive,0.897
7973,4338,200,2,2025-07-06,Smart TV,1,,,Slow paced and boring.,negative,0.151
7974,5919,695,4,2024-11-24,Tablet,0,6.0,6.0,Incredible story telling. Kept me engaged throughout.,positive,0.733
7975,5732,650,5,2025-03-08,Laptop,1,2.0,2.0,Perfect blend of drama and action.,positive,0.92
7976,4846,991,3,2025-02-09,Smart TV,1,3.0,3.0,Average movie. Some good moments.,neutral,0.494
7977,6579,195,4,2024-01-06,Tablet,1,3.0,7.0,Brilliant performance by the cast. Must watch!,positive,0.873
7978,1857,957,2,2025-12-12,Tablet,1,1.0,7.0,Terrible script and direction.,negative,0.079
7979,3136,666,2,2024-02-16,Smart TV,1,3.0,5.0,Slow paced and boring.,negative,0.321
7980,9267,535,3,2024-03-13,Smart TV,1,1.0,4.0,Decent watch but forgettable.,neutral,
7981,9946,146,3,2024-12-31,Smart TV,0,5.0,9.0,Decent watch but forgettable.,neutral,
7982,795,730,5,2024-11-20,Smart TV,1,3.0,8.0,One of the best series I've ever watched. Highly recommend!,positive,0.875
7983,185,693,4,2025-03-19,Smart TV,0,1.0,3.0,Brilliant performance by the cast. Must watch!,positive,0.653
7984,5792,442,4,2024-04-05,Laptop,1,5.0,6.0,Amazing show! Couldn't stop watching.,positive,0.65
7985,398,486,5,2025-10-24,Smart TV,0,3.0,5.0,Outstanding direction and screenplay.,positive,0.745
7986,943,248,2,2025-06-22,Mobile,1,3.0,8.0,,negative,0.229
7987,8997,710,2,2025-09-23,Mobile,1,1.0,6.0,Overhyped. Didn't live up to expectations.,negative,0.154
7988,2490,83,4,2024-07-31,Tablet,1,5.0,6.0,Amazing show! Couldn't stop watching.,positive,0.768
7989,1792,390,1,2024-08-29,Mobile,1,,,Disappointing. Expected much more.,negative,0.098
7990,6917,223,4,2025-06-22,Mobile,1,3.0,6.0,Incredible story telling. Kept me engaged throughout.,positive,0.921
7991,2553,512,4,2024-04-10,Tablet,1,4.0,8.0,Outstanding direction and screenplay.,positive,0.607
7992,4879,962,4,2025-04-01,Tablet,1,5.0,5.0,Incredible story telling. Kept me engaged throughout.,positive,0.992
7993,7695,367,4,2025-12-10,Mobile,1,2.0,6.0,Incredible story telling. Kept me engaged throughout.,positive,0.65
7994,9632,136,3,2024-06-30,Laptop,1,3.0,3.0,Average movie. Some good moments.,neutral,0.444
7995,3467,753,2,2025-04-16,Mobile,1,6.0,6.0,Terrible script and direction.,negative,0.388
7996,8624,835,3,2024-12-09,Tablet,1,6.0,6.0,Could have been better.,neutral,
7997,3942,282,4,2024-09-20,Tablet,1,6.0,8.0,This series is a masterpiece!,positive,0.686
7998,5473,521,5,2025-10-25,Tablet,0,5.0,7.0,Fantastic cinematography and plot twists.,positive,0.894
7999,2713,883,3,2025-09-28,Laptop,1,2.0,3.0,,neutral,
8000,533,926,2,2024-11-13,Mobile,1,6.0,6.0,"Boring storyline, couldn't finish watching.",negative,0.206
8001,5954,259,2,2025-04-24,Mobile,1,1.0,2.0,Overhyped. Didn't live up to expectations.,negative,0.266
8002,4205,155,1,2024-02-02,Laptop,1,4.0,5.0,Slow paced and boring.,negative,0.325
8003,4051,40,3,2025-01-16,Mobile,1,1.0,6.0,Okay for a one-time watch.,neutral,0.556
8004,8605,979,2,2024-03-22,Tablet,1,1.0,3.0,Terrible script and direction.,negative,0.101
8005,3169,737,3,2024-07-14,Mobile,1,1.0,4.0,Mixed feelings about this one.,neutral,0.553
8006,5125,573,1,2025-05-14,Mobile,1,2.0,4.0,Not my cup of tea. Too violent.,negative,0.358
8007,7256,828,5,2025-02-23,Mobile,1,1.0,6.0,Incredible story telling. Kept me engaged throughout.,positive,0.75
8008,6195,373,3,2025-05-06,Tablet,1,6.0,6.0,,neutral,0.498
8009,1207,440,5,2025-07-10,Mobile,1,3.0,6.0,Fantastic cinematography and plot twists.,positive,0.854
8010,3643,218,2,2024-01-21,Mobile,1,4.0,6.0,Confusing plot. Hard to follow.,negative,0.306
8011,9828,753,3,2024-08-01,Smart TV,1,0.0,7.0,Has its moments but overall average.,neutral,0.495
8012,5205,218,4,2024-08-18,Smart TV,0,4.0,6.0,Brilliant performance by the cast. Must watch!,positive,0.725
8013,9251,406,5,2024-05-06,Tablet,1,0.0,9.0,This movie exceeded my expectations.,positive,0.755
8014,9717,774,3,2024-11-02,Laptop,1,4.0,6.0,Average movie. Some good moments.,neutral,0.405
8015,5813,98,4,2025-12-09,Laptop,0,2.0,5.0,One of the best series I've ever watched. Highly recommend!,positive,0.766
8016,8895,633,4,2025-02-26,Tablet,1,2.0,2.0,Amazing show! Couldn't stop watching.,positive,
8017,7861,292,3,2024-04-07,Mobile,1,0.0,4.0,It was okay. Nothing special.,neutral,0.577
8018,864,438,3,2024-06-26,Smart TV,1,7.0,7.0,Mixed feelings about this one.,neutral,0.506
8019,2007,706,3,2025-02-12,Tablet,1,5.0,8.0,Not bad but not great either.,neutral,0.479
8020,271,733,3,2024-05-03,Tablet,1,,,,neutral,0.434
8021,1056,172,5,2025-05-19,Mobile,1,6.0,8.0,Absolutely loved this movie. Great acting and storyline.,positive,0.607
8022,7908,514,3,2024-12-02,Smart TV,1,4.0,7.0,Watchable but predictable.,neutral,0.546
8023,6769,440,1,2025-02-24,Mobile,1,7.0,10.0,Confusing plot. Hard to follow.,negative,0.223
8024,2548,509,4,2024-12-24,Laptop,1,4.0,4.0,This series is a masterpiece!,positive,0.714
8025,4024,40,3,2025-04-28,Tablet,1,1.0,3.0,Watchable but predictable.,neutral,0.575
8026,9117,416,4,2025-01-05,Mobile,1,,,Absolutely loved this movie. Great acting and storyline.,positive,
8027,3093,485,3,2024-10-15,Mobile,0,0.0,9.0,Has its moments but overall average.,neutral,0.409
8028,5386,454,4,2024-01-11,Tablet,1,1.0,5.0,One of the best series I've ever watched. Highly recommend!,positive,0.689
8029,2492,568,5,2025-06-15,Mobile,1,3.0,6.0,One of the best series I've ever watched. Highly recommend!,positive,0.721
8030,2102,720,5,2025-11-10,Mobile,1,1.0,3.0,This series is a masterpiece!,positive,0.602
8031,179,261,4,2025-09-29,Mobile,1,,,One of the best series I've ever watched. Highly recommend!,positive,0.906
8032,5886,838,2,2024-10-29,Laptop,0,1.0,6.0,Not worth the time. Very predictable.,negative,0.024
8033,9651,196,3,2024-12-10,Laptop,1,4.0,5.0,Could have been better.,neutral,0.496
8034,6771,858,3,2024-08-30,Smart TV,1,3.0,8.0,Could have been better.,neutral,0.465
8035,2064,478,5,2025-12-24,Laptop,1,7.0,7.0,Absolutely loved this movie. Great acting and storyline.,positive,0.665
8036,7872,275,4,2024-03-21,Laptop,1,4.0,9.0,This series is a masterpiece!,positive,0.804
8037,6797,307,4,2025-01-26,Smart TV,1,,,This movie exceeded my expectations.,positive,0.646
8038,2790,866,2,2024-07-24,Tablet,0,0.0,5.0,Confusing plot. Hard to follow.,negative,0.26
8039,4345,961,5,2024-07-16,Smart TV,1,3.0,3.0,Incredible story telling. Kept me engaged throughout.,positive,0.695
8040,6268,327,2,2025-11-23,Mobile,1,3.0,5.0,,negative,0.008
8041,9173,994,4,2024-03-05,Laptop,1,2.0,4.0,Amazing show! Couldn't stop watching.,positive,0.623
8042,2759,589,4,2025-09-20,Tablet,1,2.0,7.0,Amazing show! Couldn't stop watching.,positive,0.931
8043,7841,308,3,2025-02-25,Laptop,1,3.0,6.0,,neutral,0.563
8044,2822,694,3,2024-06-22,Laptop,0,3.0,4.0,,neutral,0.406
8045,4998,161,5,2025-12-31,Laptop,0,1.0,2.0,Outstanding direction and screenplay.,positive,0.687
8046,1297,378,3,2025-08-29,Smart TV,1,3.0,5.0,Average movie. Some good moments.,neutral,0.483
8047,2501,411,4,2025-12-18,Smart TV,1,1.0,3.0,Incredible story telling. Kept me engaged throughout.,positive,0.744
8048,2980,334,4,2025-08-02,Mobile,1,4.0,5.0,,positive,
8049,7508,15,4,2024-02-23,Smart TV,1,,,Incredible story telling. Kept me engaged throughout.,positive,
8050,9698,560,4,2025-01-05,Laptop,1,4.0,5.0,Perfect blend of drama and action.,positive,0.894
8051,2185,828,1,2024-11-26,Mobile,0,2.0,3.0,Waste of time. Poor character development.,negative,0.288
8052,9150,394,4,2024-06-09,Tablet,1,1.0,7.0,Amazing show! Couldn't stop watching.,positive,0.739
8053,386,239,4,2024-03-22,Smart TV,1,5.0,6.0,Amazing show! Couldn't stop watching.,positive,0.709
8054,231,515,3,2024-10-19,Smart TV,1,1.0,7.0,It's fine for background watching.,neutral,0.455
8055,9995,524,4,2025-03-22,Tablet,1,2.0,3.0,Fantastic cinematography and plot twists.,positive,0.871
8056,3267,993,5,2024-01-27,Laptop,0,3.0,3.0,Incredible story telling. Kept me engaged throughout.,positive,0.804
8057,9223,736,2,2025-07-24,Mobile,1,,,Terrible script and direction.,negative,0.104
8058,9322,64,4,2025-01-08,Smart TV,0,3.0,3.0,Incredible story telling. Kept me engaged throughout.,positive,0.747
8059,4764,919,3,2025-01-28,Mobile,0,4.0,4.0,Average movie. Some good moments.,neutral,0.423
8060,1519,849,4,2025-03-28,Laptop,1,4.0,6.0,This series is a masterpiece!,positive,0.706
8061,7122,157,3,2025-07-31,Laptop,1,2.0,2.0,Could have been better.,neutral,0.569
8062,7816,261,3,2025-02-09,Tablet,1,3.0,3.0,Not bad but not great either.,neutral,0.425
8063,7379,518,4,2025-11-03,Tablet,1,1.0,6.0,This movie exceeded my expectations.,positive,
8064,5318,827,4,2025-12-27,Mobile,1,2.0,3.0,Outstanding direction and screenplay.,positive,0.605
8065,3233,343,5,2025-05-09,Laptop,1,4.0,4.0,Amazing show! Couldn't stop watching.,positive,0.909
8066,6326,584,5,2024-07-03,Smart TV,1,2.0,3.0,This series is a masterpiece!,positive,0.696
8067,1032,240,2,2024-11-24,Laptop,1,,,Confusing plot. Hard to follow.,negative,0.296
8068,546,28,4,2025-01-26,Smart TV,1,4.0,4.0,This series is a masterpiece!,positive,0.773
8069,817,240,4,2024-09-13,Tablet,1,3.0,3.0,Outstanding direction and screenplay.,positive,0.917
8070,5362,208,5,2024-09-03,Laptop,1,0.0,2.0,One of the best series I've ever watched. Highly recommend!,positive,0.914
8071,3670,584,3,2024-03-30,Tablet,0,5.0,6.0,Decent watch but forgettable.,neutral,0.411
8072,1017,977,4,2025-12-22,Tablet,1,4.0,4.0,Amazing show! Couldn't stop watching.,positive,0.733
8073,1096,298,3,2024-11-13,Smart TV,1,1.0,3.0,Not bad but not great either.,neutral,0.598
8074,4026,363,3,2024-06-14,Laptop,1,4.0,4.0,Watchable but predictable.,neutral,0.46
8075,2540,561,4,2025-01-04,Smart TV,0,5.0,5.0,Perfect blend of drama and action.,positive,0.926
8076,4032,379,2,2025-03-09,Smart TV,1,1.0,3.0,Terrible script and direction.,negative,0.047
8077,3321,605,4,2025-03-11,Mobile,1,,,Brilliant performance by the cast. Must watch!,positive,0.859
8078,3926,437,2,2024-03-03,Tablet,1,3.0,5.0,Poor acting and weak plot.,negative,0.275
8079,9947,522,5,2024-12-24,Smart TV,0,3.0,9.0,Absolutely loved this movie. Great acting and storyline.,positive,0.898
8080,5193,630,3,2025-07-26,Mobile,1,3.0,7.0,Mixed feelings about this one.,neutral,0.469
8081,9474,968,4,2025-09-22,Laptop,0,2.0,4.0,This movie exceeded my expectations.,positive,0.971
8082,9099,773,2,2024-07-29,Mobile,0,7.0,7.0,Poor acting and weak plot.,negative,0.039
8083,4790,71,2,2024-06-15,Mobile,1,2.0,5.0,Disappointing. Expected much more.,negative,
8084,8197,620,3,2025-10-06,Tablet,1,10.0,10.0,It's fine for background watching.,neutral,0.572
8085,8528,764,4,2024-08-07,Mobile,0,4.0,5.0,Absolutely loved this movie. Great acting and storyline.,positive,0.874
8086,7948,716,4,2025-01-10,Tablet,0,2.0,3.0,This series is a masterpiece!,positive,0.838
8087,6969,243,4,2025-06-18,Tablet,1,3.0,5.0,Absolutely loved this movie. Great acting and storyline.,positive,0.964
8088,3608,821,4,2025-09-29,Laptop,1,0.0,9.0,One of the best series I've ever watched. Highly recommend!,positive,
8089,3170,40,5,2025-05-14,Smart TV,0,2.0,9.0,This movie exceeded my expectations.,positive,0.942
8090,5026,149,3,2025-12-06,Smart TV,1,3.0,7.0,Okay for a one-time watch.,neutral,0.445
8091,5694,166,3,2025-03-29,Tablet,1,3.0,6.0,Not bad but not great either.,neutral,0.549
8092,3798,93,3,2024-12-22,Mobile,1,3.0,4.0,Mixed feelings about this one.,neutral,
8093,5139,1,3,2025-09-16,Laptop,1,4.0,4.0,Watchable but predictable.,neutral,0.405
8094,3409,435,5,2025-08-25,Laptop,1,4.0,4.0,Outstanding direction and screenplay.,positive,0.786
8095,9456,291,5,2025-09-30,Smart TV,1,3.0,3.0,Amazing show! Couldn't stop watching.,positive,0.717
8096,960,639,4,2025-11-15,Tablet,1,,,,positive,0.925
8097,2833,49,3,2024-09-15,Laptop,1,0.0,3.0,Mixed feelings about this one.,neutral,0.467
8098,9574,906,2,2024-03-18,Mobile,1,2.0,9.0,Not worth the time. Very predictable.,negative,
8099,4771,515,4,2025-01-04,Tablet,1,1.0,7.0,One of the best series I've ever watched. Highly recommend!,positive,0.73
8100,6987,331,5,2024-12-29,Tablet,1,3.0,7.0,Amazing show! Couldn't stop watching.,positive,0.836
8101,9563,295,4,2025-01-20,Smart TV,1,2.0,4.0,Absolutely loved this movie. Great acting and storyline.,positive,0.607
8102,5977,315,3,2025-10-03,Smart TV,1,2.0,2.0,Okay for a one-time watch.,neutral,0.582
8103,5787,997,4,2024-05-25,Laptop,1,3.0,6.0,Incredible story telling. Kept me engaged throughout.,positive,0.919
8104,1586,233,5,2024-01-31,Mobile,1,7.0,8.0,This movie exceeded my expectations.,positive,0.774
8105,8119,238,5,2025-08-23,Laptop,1,4.0,4.0,Brilliant performance by the cast. Must watch!,positive,
8106,760,925,1,2024-07-07,Mobile,1,0.0,9.0,"Boring storyline, couldn't finish watching.",negative,0.384
8107,9382,805,4,2024-03-02,Smart TV,1,2.0,3.0,Amazing show! Couldn't stop watching.,positive,0.99
8108,4462,659,5,2024-08-03,Mobile,1,2.0,4.0,Incredible story telling. Kept me engaged throughout.,positive,0.796
8109,7328,465,4,2025-03-24,Tablet,0,1.0,4.0,One of the best series I've ever watched. Highly recommend!,positive,0.789
8110,3806,474,5,2025-01-28,Tablet,1,1.0,4.0,Incredible story telling. Kept me engaged throughout.,positive,0.909
8111,157,815,3,2024-05-02,Tablet,1,3.0,9.0,Watchable but predictable.,neutral,0.58
8112,431,74,4,2025-08-12,Laptop,0,4.0,4.0,Outstanding direction and screenplay.,positive,0.804
8113,1724,608,4,2025-09-29,Tablet,1,4.0,7.0,Amazing show! Couldn't stop watching.,positive,
8114,6792,992,1,2025-07-09,Mobile,1,5.0,7.0,Terrible script and direction.,negative,0.192
8115,1790,123,4,2024-01-18,Mobile,0,7.0,7.0,Outstanding direction and screenplay.,positive,0.649
8116,8715,296,4,2024-03-18,Tablet,1,4.0,7.0,Incredible story telling. Kept me engaged throughout.,positive,0.63
8117,3518,690,5,2025-05-16,Laptop,0,2.0,3.0,Fantastic cinematography and plot twists.,positive,0.97
8118,2977,259,4,2025-11-01,Mobile,1,4.0,5.0,This series is a masterpiece!,positive,0.747
8119,3592,881,5,2025-12-25,Laptop,1,1.0,3.0,,positive,0.987
8120,5699,980,3,2024-05-16,Tablet,0,,,Has its moments but overall average.,neutral,0.425
8121,6028,948,3,2025-12-17,Laptop,1,6.0,6.0,It was okay. Nothing special.,neutral,0.433
8122,3998,600,5,2025-06-12,Smart TV,1,3.0,4.0,This series is a masterpiece!,positive,0.804
8123,2838,827,5,2024-01-25,Tablet,1,4.0,4.0,Fantastic cinematography and plot twists.,positive,0.794
8124,4907,721,3,2025-09-20,Laptop,1,3.0,3.0,Decent watch but forgettable.,neutral,0.598
8125,7230,254,4,2025-02-01,Laptop,0,3.0,8.0,Brilliant performance by the cast. Must watch!,positive,0.99
8126,4904,787,3,2024-06-05,Tablet,1,4.0,8.0,Decent watch but forgettable.,neutral,0.506
8127,5326,717,3,2025-03-13,Mobile,1,6.0,6.0,Watchable but predictable.,neutral,0.577
8128,3823,642,4,2024-12-18,Smart TV,1,3.0,4.0,Amazing show! Couldn't stop watching.,positive,0.815
8129,8069,673,5,2024-08-17,Laptop,1,1.0,8.0,Fantastic cinematography and plot twists.,positive,0.953
8130,6518,682,2,2024-05-17,Mobile,1,0.0,1.0,"Boring storyline, couldn't finish watching.",negative,0.306
8131,2576,848,4,2025-06-18,Smart TV,1,5.0,8.0,Perfect blend of drama and action.,positive,0.943
8132,265,159,2,2025-09-06,Smart TV,1,4.0,4.0,Not worth the time. Very predictable.,negative,0.087
8133,1735,440,4,2024-12-31,Smart TV,1,4.0,5.0,This movie exceeded my expectations.,positive,0.818
8134,6621,568,1,2025-08-19,Smart TV,1,4.0,6.0,Poor acting and weak plot.,negative,0.234
8135,3855,701,5,2024-04-28,Smart TV,0,0.0,5.0,One of the best series I've ever watched. Highly recommend!,positive,0.851
8136,193,838,3,2024-03-12,Smart TV,1,3.0,4.0,Not bad but not great either.,neutral,0.537
8137,4270,395,1,2024-01-29,Laptop,1,1.0,4.0,Overhyped. Didn't live up to expectations.,negative,0.137
8138,7400,858,3,2025-02-04,Laptop,1,,,Has its moments but overall average.,neutral,0.539
8139,2303,37,2,2024-07-23,Tablet,0,2.0,9.0,"Boring storyline, couldn't finish watching.",negative,0.286
8140,1030,837,4,2024-02-10,Laptop,1,2.0,5.0,Incredible story telling. Kept me engaged throughout.,positive,0.892
8141,745,391,5,2024-02-09,Mobile,1,1.0,4.0,Amazing show! Couldn't stop watching.,positive,0.77
8142,164,833,4,2024-07-04,Smart TV,1,4.0,4.0,Amazing show! Couldn't stop watching.,positive,
8143,272,475,3,2024-02-25,Mobile,0,,,,neutral,0.562
8144,2960,42,3,2024-11-09,Smart TV,1,3.0,11.0,,neutral,0.545
8145,7967,419,4,2025-09-27,Laptop,0,4.0,10.0,Outstanding direction and screenplay.,positive,0.902
8146,2047,675,5,2024-03-18,Tablet,1,,,Brilliant performance by the cast. Must watch!,positive,0.956
8147,4044,104,5,2024-11-02,Tablet,0,,,Incredible story telling. Kept me engaged throughout.,positive,0.889
8148,3781,441,3,2024-04-22,Mobile,1,5.0,5.0,Mixed feelings about this one.,neutral,0.482
8149,4436,302,4,2025-04-25,Mobile,1,3.0,3.0,Amazing show! Couldn't stop watching.,positive,0.663
8150,783,75,5,2024-11-25,Laptop,1,2.0,6.0,Incredible story telling. Kept me engaged throughout.,positive,0.682
8151,3676,266,1,2025-01-16,Laptop,1,0.0,4.0,Disappointing. Expected much more.,negative,0.268
8152,1330,430,4,2024-08-29,Laptop,1,,,Absolutely loved this movie. Great acting and storyline.,positive,0.815
8153,3000,490,5,2024-11-17,Mobile,1,5.0,6.0,This series is a masterpiece!,positive,0.954
8154,801,497,3,2025-10-02,Laptop,1,3.0,3.0,Okay for a one-time watch.,neutral,0.403
8155,5712,79,5,2025-04-29,Smart TV,1,,,Perfect blend of drama and action.,positive,0.766
8156,5032,806,3,2024-04-10,Laptop,1,6.0,8.0,Has its moments but overall average.,neutral,0.528
8157,7779,220,4,2024-06-17,Smart TV,1,2.0,4.0,Amazing show! Couldn't stop watching.,positive,0.677
8158,8363,907,3,2025-03-28,Tablet,0,,,Watchable but predictable.,neutral,0.514
8159,6187,249,5,2025-02-01,Mobile,1,,,,positive,0.609
8160,9875,303,1,2025-11-23,Mobile,1,,,Disappointing. Expected much more.,negative,0.213
8161,2724,862,4,2024-08-24,Tablet,0,3.0,3.0,Outstanding direction and screenplay.,positive,0.784
8162,7082,385,3,2024-03-05,Laptop,1,2.0,2.0,It was okay. Nothing special.,neutral,
8163,9978,431,4,2025-03-21,Laptop,1,2.0,6.0,One of the best series I've ever watched. Highly recommend!,positive,0.915
8164,4764,888,2,2024-06-12,Mobile,1,5.0,5.0,Overhyped. Didn't live up to expectations.,negative,0.055
8165,558,32,4,2025-06-09,Laptop,1,3.0,4.0,Brilliant performance by the cast. Must watch!,positive,0.924
8166,576,709,4,2025-06-25,Mobile,1,2.0,5.0,This series is a masterpiece!,positive,0.603
8167,1967,184,5,2024-04-08,Tablet,1,,,Perfect blend of drama and action.,positive,0.848
8168,8291,200,3,2024-12-04,Laptop,1,4.0,7.0,Mixed feelings about this one.,neutral,0.55
8169,9408,762,3,2025-03-23,Laptop,1,1.0,6.0,Could have been better.,neutral,0.49
8170,1952,574,3,2025-01-07,Laptop,0,3.0,6.0,Mixed feelings about this one.,neutral,0.504
8171,5897,547,1,2025-08-02,Laptop,1,2.0,5.0,"Boring storyline, couldn't finish watching.",negative,0.26
8172,7484,729,4,2025-06-17,Tablet,0,1.0,3.0,This series is a masterpiece!,positive,0.982
8173,5470,653,4,2025-03-04,Smart TV,1,,,Outstanding direction and screenplay.,positive,0.889
8174,372,754,1,2025-07-25,Laptop,0,2.0,15.0,Not my cup of tea. Too violent.,negative,0.21
8175,404,938,2,2025-06-17,Mobile,1,5.0,5.0,Disappointing. Expected much more.,negative,0.303
8176,7736,764,3,2024-08-04,Mobile,0,,,It was okay. Nothing special.,neutral,0.569
8177,6222,158,4,2024-08-05,Mobile,1,3.0,8.0,One of the best series I've ever watched. Highly recommend!,positive,0.717
8178,8983,435,4,2025-10-18,Smart TV,1,4.0,6.0,Outstanding direction and screenplay.,positive,0.716
8179,683,367,3,2025-12-25,Smart TV,0,,,Average movie. Some good moments.,neutral,0.587
8180,6809,250,3,2025-12-28,Mobile,1,3.0,3.0,It was okay. Nothing special.,neutral,0.521
8181,8626,388,3,2025-12-08,Laptop,0,2.0,9.0,It's fine for background watching.,neutral,0.409
8182,4185,906,4,2024-05-02,Mobile,0,2.0,6.0,Absolutely loved this movie. Great acting and storyline.,positive,0.667
8183,1980,317,1,2025-05-25,Tablet,1,3.0,4.0,"Boring storyline, couldn't finish watching.",negative,0.136
8184,7548,371,4,2025-02-23,Smart TV,0,2.0,6.0,Absolutely loved this movie. Great acting and storyline.,positive,0.877
8185,9823,9,5,2025-12-09,Smart TV,1,3.0,9.0,Fantastic cinematography and plot twists.,positive,
8186,5701,137,5,2024-12-11,Mobile,1,1.0,5.0,Amazing show! Couldn't stop watching.,positive,0.928
8187,515,808,2,2025-05-06,Mobile,1,1.0,4.0,Not worth the time. Very predictable.,negative,0.343
8188,8812,646,5,2025-09-03,Tablet,1,2.0,9.0,Amazing show! Couldn't stop watching.,positive,0.81
8189,8798,945,4,2024-03-31,Laptop,1,3.0,3.0,Fantastic cinematography and plot twists.,positive,0.805
8190,943,578,4,2025-05-31,Mobile,1,4.0,5.0,Absolutely loved this movie. Great acting and storyline.,positive,0.981
8191,6667,337,3,2024-01-20,Smart TV,1,6.0,6.0,Decent watch but forgettable.,neutral,0.463
8192,4819,374,5,2025-04-08,Mobile,1,2.0,2.0,,positive,0.903
8193,6273,417,2,2025-04-24,Laptop,1,4.0,5.0,Poor acting and weak plot.,negative,0.339
8194,5745,319,4,2024-12-20,Tablet,1,2.0,8.0,This series is a masterpiece!,positive,
8195,3222,393,3,2024-06-30,Smart TV,1,1.0,3.0,Could have been better.,neutral,0.417
8196,684,893,4,2025-01-09,Laptop,1,,,This series is a masterpiece!,positive,
8197,8116,379,4,2024-10-27,Smart TV,1,4.0,5.0,,positive,0.893
8198,7629,115,4,2025-11-24,Smart TV,1,,,Amazing show! Couldn't stop watching.,positive,0.74
8199,6895,153,5,2025-04-15,Smart TV,0,2.0,6.0,One of the best series I've ever watched. Highly recommend!,positive,0.975
8200,2385,1,4,2024-05-03,Laptop,1,3.0,3.0,Absolutely loved this movie. Great acting and storyline.,positive,0.696
8201,9660,405,3,2025-12-29,Laptop,1,4.0,5.0,It was okay. Nothing special.,neutral,
8202,3758,851,1,2025-04-20,Mobile,0,3.0,3.0,Terrible script and direction.,negative,0.236
8203,680,404,4,2025-09-03,Tablet,1,3.0,6.0,One of the best series I've ever watched. Highly recommend!,positive,0.983
8204,6623,14,2,2024-06-06,Mobile,1,3.0,5.0,Not worth the time. Very predictable.,negative,0.056
8205,2012,392,5,2024-09-01,Laptop,1,4.0,4.0,Fantastic cinematography and plot twists.,positive,0.844
8206,5568,959,5,2024-04-06,Tablet,1,,,This series is a masterpiece!,positive,0.924
8207,6114,498,3,2025-09-05,Laptop,0,3.0,3.0,Not bad but not great either.,neutral,0.549
8208,3104,955,4,2024-04-02,Tablet,1,1.0,4.0,Amazing show! Couldn't stop watching.,positive,0.74
8209,3325,559,5,2024-09-06,Tablet,1,3.0,8.0,Outstanding direction and screenplay.,positive,0.827
8210,8612,60,4,2024-11-07,Mobile,1,3.0,6.0,Perfect blend of drama and action.,positive,0.78
8211,765,684,4,2024-09-08,Laptop,1,3.0,4.0,One of the best series I've ever watched. Highly recommend!,positive,0.658
8212,6507,791,3,2025-02-28,Tablet,1,1.0,7.0,Watchable but predictable.,neutral,0.473
8213,8621,857,2,2025-05-14,Tablet,1,,,Poor acting and weak plot.,negative,0.001
8214,1861,461,4,2024-08-17,Smart TV,1,4.0,9.0,Outstanding direction and screenplay.,positive,0.939
8215,6977,943,4,2025-09-02,Laptop,0,1.0,6.0,Absolutely loved this movie. Great acting and storyline.,positive,0.633
8216,2578,770,4,2025-08-05,Mobile,1,3.0,3.0,This series is a masterpiece!,positive,0.924
8217,8036,77,3,2025-08-06,Smart TV,1,,,It's fine for background watching.,neutral,0.58
8218,2001,946,4,2024-09-25,Laptop,0,4.0,6.0,This movie exceeded my expectations.,positive,0.872
