age,gender,country,state_province,subscription_plan,monthly_spend,primary_device,household_size,churned,monthly_spend_log,household_size_missing,start_year,start_month,start_day,start_weekday
31.0,Female,USA,Texas,Standard,19.17,Gaming Console,1.0,0,3.0041963519661206,0,2025,1,8,2
20.0,Other,Canada,Manitoba,Premium,9.15,Tablet,0.0,0,2.3174737054877963,1,2024,10,11,4
33.0,Female,USA,North Carolina,Standard,9.22,Tablet,1.0,1,2.3243465847755584,0,2024,2,15,3
39.0,Other,USA,California,Standard,9.65,Laptop,1.0,0,2.365559892155434,0,2023,3,3,4
33.0,Male,USA,Tennessee,Premium+,4.62,Tablet,3.0,0,1.7263316639055997,0,2024,1,11,3
38.0,Male,USA,Virginia,Premium,12.91,Tablet,0.0,0,2.6326080059353516,1,2023,2,2,3
22.0,Female,USA,Texas,Premium,6.73,Smart TV,2.0,0,2.0451088625993306,0,2023,2,3,4
52.0,Female,USA,Illinois,Basic,35.07,Laptop,2.0,0,3.5854614949154477,0,2024,6,14,4
16.0,Female,Canada,Quebec,Standard,10.41,Gaming Console,4.0,0,2.4344901638739844,0,2025,6,13,4
33.0,Female,USA,Arizona,Premium,21.811017452655033,Smart TV,3.0,1,3.1272436408541084,0,2024,3,27,2
30.0,Other,USA,Michigan,Basic,4.04,Gaming Console,2.0,0,1.6174060820832772,0,2022,8,7,6
13.0,Female,USA,Texas,Standard,13.85,Smart TV,2.0,0,2.6979998652487085,0,2023,10,8,6
45.0,Male,USA,Missouri,Basic,26.15,Mobile,2.0,0,3.3013770463799443,0,2025,2,2,6
10.0,Other,USA,Virginia,Basic,17.67,Smart TV,3.0,0,2.9269179575536315,0,2025,3,14,4
29.0,Female,USA,Pennsylvania,Premium,37.05,Tablet,1.0,0,3.6389010843076948,0,2023,9,22,4
33.0,Male,USA,Florida,Premium,23.13,Smart TV,0.0,0,3.1834558796369405,1,2024,2,24,5
29.0,Female,USA,Virginia,Standard,22.854736059479553,Desktop,1.0,0,3.1719827745379456,0,2024,8,5,0
31.0,Male,USA,Washington,Premium,14.35,Desktop,5.0,0,2.731115474033206,0,2022,9,12,0
28.0,Other,USA,Virginia,Premium,27.89,Mobile,6.0,0,3.363495514478144,0,2025,6,9,0
33.0,Other,USA,Illinois,Premium,20.01,Gaming Console,3.0,0,3.044998514856909,0,2023,9,10,6
15.0,Female,USA,Texas,Standard,17.59,Tablet,2.0,0,2.922623801733353,0,2023,12,13,2
53.0,Other,Canada,Ontario,Standard,0.38,Smart TV,2.0,1,0.3220834991691133,0,2024,7,26,4
37.0,Other,USA,Washington,Premium+,19.675352862849536,Gaming Console,0.0,1,3.0289423078910556,1,2024,3,15,4
39.0,Female,Canada,Nova Scotia,Basic,19.81,Mobile,2.0,0,3.035433640405543,0,2024,4,5,4
29.0,Female,Canada,Alberta,Premium,19.16,Tablet,4.0,0,3.0037004432031678,0,2025,5,7,2
40.0,Other,USA,Michigan,Premium,4.66,Desktop,2.0,0,1.7334238922150915,0,2025,6,10,1
28.0,Other,Canada,Manitoba,Basic,10.65,Gaming Console,0.0,1,2.4553061800117097,1,2024,8,8,3
35.0,Female,USA,Washington,Premium,13.27,Tablet,5.0,0,2.658159431488745,0,2025,4,10,3
25.0,Female,USA,Pennsylvania,Basic,22.09,Smart TV,2.0,0,3.139399623366404,0,2023,1,6,4
46.0,Female,Canada,Quebec,Premium+,27.91,Mobile,4.0,0,3.364187556028255,0,2023,7,14,4
43.0,Female,USA,Ohio,Premium,11.17,Laptop,4.0,0,2.498973906999436,0,2023,1,23,0
33.0,Female,USA,New York,Standard,43.03,Tablet,3.0,0,3.7848712197676626,0,2024,7,2,1
37.0,Female,USA,California,Standard,24.76,Tablet,4.0,0,3.248822901236153,0,2025,2,24,0
21.0,Female,USA,Ohio,Basic,3.85,Smart TV,3.0,0,1.5789787049493917,0,2024,1,23,1
37.0,Female,USA,Arizona,Standard,8.52,Desktop,3.0,0,2.253394848803274,0,2024,4,14,6
33.0,Male,USA,New Jersey,Basic,660.38,Laptop,0.0,0,6.494328561203279,1,2024,11,16,5
49.0,Female,USA,Illinois,Basic,12.61,Smart TV,2.0,0,2.6108048166633746,0,2024,4,14,6
20.0,Male,Canada,Saskatchewan,Premium+,6.67,Gaming Console,3.0,0,2.0373166153791646,0,2022,12,21,2
50.0,Male,Canada,Saskatchewan,Premium,12.79,Desktop,0.0,0,2.6239436918052106,1,2024,1,9,1
29.0,Other,USA,Texas,Standard,24.82,Desktop,2.0,0,3.2511493854184965,0,2024,5,10,4
38.0,Male,USA,Texas,Premium,21.811017452655033,Desktop,1.0,0,3.1272436408541084,0,2022,12,14,2
51.0,Female,Canada,Newfoundland and Labrador,Standard,9.86,Mobile,1.0,0,2.3850863145057892,0,2024,9,13,4
42.0,Male,Canada,Saskatchewan,Premium,0.72,Mobile,1.0,1,0.5423242908253617,0,2024,2,15,3
51.0,Other,USA,California,Premium,7.82,Smart TV,6.0,0,2.1770218700187,0,2022,8,11,3
47.0,Female,USA,Indiana,Premium,37.23,Mobile,2.0,0,3.6436205477083212,0,2025,6,16,0
23.0,Male,USA,Virginia,Standard,23.27,Desktop,2.0,0,3.18924101973851,0,2024,12,23,0
40.0,Male,USA,Tennessee,Basic,17.31,Smart TV,2.0,0,2.907447358686419,0,2025,5,4,6
44.0,Male,USA,Texas,Basic,18.07,Gaming Console,3.0,0,2.9481164196123277,0,2024,7,2,1
24.0,Male,Canada,Quebec,Standard,11.61,Mobile,0.0,0,2.534490149976828,1,2025,7,14,0
24.0,Male,USA,North Carolina,Premium,14.88,Laptop,3.0,0,2.7650604558189897,0,2024,4,16,1
24.0,Female,USA,Illinois,Premium,19.62,Smart TV,2.0,1,3.026261478588814,0,2024,9,24,1
15.0,Male,Canada,British Columbia,Standard,11.73,Laptop,1.0,0,2.543961412569315,0,2023,10,17,1
22.0,Male,USA,Florida,Premium,7.61,Laptop,2.0,0,2.152924318439639,0,2024,7,5,4
50.0,Male,Canada,Nova Scotia,Premium,6.56,Gaming Console,2.0,1,2.0228711901914416,0,2023,8,20,6
29.0,Female,Canada,New Brunswick,Standard,31.44,Smart TV,2.0,0,3.479392229247212,0,2023,7,22,5
33.0,Female,USA,Virginia,Premium,7.16,Desktop,1.0,1,2.0992441689760155,0,2023,6,19,0
28.0,Female,Canada,British Columbia,Standard,22.854736059479553,Gaming Console,2.0,0,3.1719827745379456,0,2022,12,14,2
39.0,Female,USA,Wisconsin,Premium,11.37,Desktop,2.0,0,2.5152741864043966,0,2024,6,9,6
34.0,Male,USA,Missouri,Standard,11.57,Gaming Console,4.0,0,2.531313022602156,0,2024,2,5,0
44.0,Female,Canada,Manitoba,Standard,26.38,Mobile,4.0,0,3.3098128198603027,0,2024,8,9,4
50.0,Male,Canada,New Brunswick,Basic,14.66,Tablet,2.0,0,2.751109690562657,0,2022,11,1,1
37.0,Female,USA,Arizona,Premium,8.8,Desktop,2.0,0,2.2823823856765264,0,2025,2,27,3
23.0,Male,Canada,British Columbia,Standard,16.26,Tablet,2.0,1,2.848391685655282,0,2024,5,4,5
36.0,Female,USA,Ohio,Premium,21.811017452655033,Desktop,2.0,0,3.1272436408541084,0,2025,2,4,1
36.0,Female,USA,Pennsylvania,Standard,45.03,Mobile,2.0,0,3.82929335782915,0,2024,12,28,5
26.0,Male,Canada,Saskatchewan,Standard,20.38,Mobile,4.0,0,3.062455905596899,0,2024,3,25,0
51.0,Female,USA,Washington,Premium+,14.2,Mobile,4.0,0,2.7212954278522306,0,2022,11,1,1
40.0,Female,Canada,Saskatchewan,Premium,11.16,Smart TV,2.0,0,2.498151876538021,0,2023,3,30,3
23.0,Male,Canada,Saskatchewan,Standard,24.04,Desktop,4.0,0,3.2204745462318978,0,2025,7,17,3
50.0,Female,USA,Michigan,Standard,14.6,Laptop,0.0,1,2.747270914255491,1,2022,8,22,0
27.0,Other,USA,Washington,Standard,12.64,Mobile,3.0,0,2.613006652415316,0,2023,2,7,1
38.0,Female,USA,Georgia,Premium,6.14,Tablet,2.0,0,1.965712776351493,0,2025,2,27,3
18.0,Female,USA,Missouri,Standard,13.07,Laptop,1.0,0,2.644044871126298,0,2023,9,10,6
34.0,Female,Canada,Nova Scotia,Premium,17.28,Laptop,1.0,0,2.905807566026004,0,2022,10,4,1
39.0,Female,USA,Virginia,Basic,39.51,Smart TV,0.0,0,3.701548857214599,1,2023,8,24,3
19.0,Female,USA,Arizona,Premium,24.38,Tablet,3.0,1,3.2339614622862416,0,2023,4,10,0
49.0,Male,Canada,New Brunswick,Premium,27.4,Laptop,3.0,0,3.3463891451671604,0,2023,9,13,2
54.0,Male,USA,Florida,Premium,5.93,Laptop,1.0,0,1.9358598132018119,0,2024,8,27,1
36.0,Male,USA,Ohio,Premium+,24.52,Smart TV,7.0,0,3.239462458476589,0,2023,5,31,2
28.0,Female,Canada,Quebec,Standard,13.84,Desktop,3.0,0,2.6973262377392344,0,2023,8,29,1
49.0,Male,USA,Pennsylvania,Standard,22.854736059479553,Laptop,1.0,0,3.1719827745379456,0,2024,4,7,6
21.0,Other,USA,Wisconsin,Basic,10.01,Smart TV,1.0,0,2.3988039507345884,0,2025,4,24,3
35.0,Male,Canada,Quebec,Standard,4.25,Laptop,3.0,0,1.6582280766035324,0,2024,11,12,1
30.0,Female,USA,Missouri,Standard,15.06,Laptop,4.0,0,2.7763317085186157,0,2025,5,19,0
18.0,Female,Canada,Manitoba,Standard,21.58,Mobile,3.0,0,3.1170645587215158,0,2024,3,25,0
15.0,Female,Canada,British Columbia,Standard,3.38,Smart TV,1.0,0,1.4770487243883548,0,2025,6,24,1
32.0,Female,USA,Washington,Premium+,6.06,Laptop,0.0,0,1.9544450515051506,1,2024,3,21,3
39.0,Male,USA,Massachusetts,Premium+,3.08,Mobile,1.0,1,1.4060969884160703,0,2025,4,25,4
36.0,Other,USA,North Carolina,Premium+,5.56,Mobile,2.0,0,1.8809906029559975,0,2023,5,2,1
15.0,Female,Canada,Manitoba,Standard,10.25,Gaming Console,2.0,0,2.4203681286504293,0,2025,3,15,5
33.0,Female,USA,California,Basic,19.83,Desktop,3.0,0,3.0363942552728806,0,2024,11,13,2
40.0,Female,USA,Virginia,Basic,10.13,Tablet,2.0,0,2.4096441652874536,0,2025,6,15,6
42.0,Male,USA,Virginia,Premium,9.18,Tablet,2.0,0,2.3204250111223765,0,2022,9,21,2
26.0,Male,Canada,Newfoundland and Labrador,Premium,11.8,Smart TV,3.0,0,2.5494451709255714,0,2024,12,14,5
42.0,Female,Canada,British Columbia,Premium,10.76,Smart TV,3.0,0,2.464703942470481,0,2023,2,14,1
41.0,Male,USA,Pennsylvania,Premium,2.9,Desktop,3.0,1,1.3609765531356006,0,2023,8,15,1
14.0,Female,USA,Ohio,Premium,11.99,Tablet,0.0,0,2.5641798306825083,1,2023,4,22,5
16.0,Other,USA,New York,Standard,12.25,Desktop,3.0,0,2.583997552432231,0,2022,11,27,6
38.0,Female,USA,Massachusetts,Premium,25.99,Gaming Console,2.0,0,3.2954664270299134,0,2022,11,16,2
27.0,Male,Canada,Prince Edward Island,Standard,7.95,Tablet,4.0,0,2.191653532286764,0,2023,5,2,1
28.0,Male,USA,Wisconsin,Standard,12.15,Mobile,1.0,0,2.5764217586237734,0,2024,5,10,4
54.0,Male,Canada,Saskatchewan,Basic,13.94,Mobile,2.0,1,2.7040421797046714,0,2024,3,15,4
35.0,Other,USA,North Carolina,Standard,17.7,Smart TV,5.0,0,2.928523523860541,0,2023,3,22,2
52.0,Male,USA,North Carolina,Standard,16.39,Desktop,2.0,0,2.855895328366192,0,2022,12,9,4
54.0,Male,USA,California,Standard,14.4,Mobile,3.0,0,2.7343675094195836,0,2023,5,18,3
44.0,Female,Canada,Alberta,Basic,15.2,Mobile,4.0,0,2.785011242238338,0,2024,5,7,1
16.0,Female,USA,Michigan,Premium,21.811017452655033,Gaming Console,2.0,0,3.1272436408541084,0,2024,1,3,2
39.0,Female,USA,New York,Standard,7.42,Gaming Console,4.0,0,2.130609828254235,0,2025,5,23,4
24.0,Male,USA,Virginia,Basic,8.29,Desktop,3.0,1,2.2289385528257473,0,2024,11,27,2
48.0,Male,USA,North Carolina,Premium,23.63,Mobile,3.0,0,3.2039652121324464,0,2024,11,4,0
54.0,Male,USA,Pennsylvania,Basic,31.54,Mobile,1.0,1,3.482470101790892,0,2024,2,25,6
48.0,Male,Canada,Manitoba,Basic,20.21,Tablet,4.0,0,3.0544727685765913,0,2025,1,30,3
34.0,Other,USA,Florida,Premium,23.88,Mobile,1.0,0,3.2140642678709788,0,2024,11,23,5
47.0,Female,USA,Missouri,Premium+,11.32,Laptop,1.0,0,2.511223958105374,0,2025,1,3,4
47.0,Male,Canada,Quebec,Standard,12.47,Desktop,0.0,0,2.6004649904222727,1,2023,4,3,0
33.0,Male,USA,Tennessee,Premium,29.93,Laptop,3.0,0,3.4317265866969784,0,2025,5,29,3
32.0,Female,Canada,New Brunswick,Standard,22.854736059479553,Smart TV,3.0,0,3.1719827745379456,0,2024,12,18,2
40.0,Other,USA,Missouri,Basic,20.136172344689378,Mobile,2.0,0,3.0509859018293035,0,2024,10,3,3
37.0,Other,Canada,Quebec,Standard,20.12,Laptop,2.0,0,3.050220458838061,0,2023,4,19,2
40.0,Male,Canada,British Columbia,Premium,31.74,Mobile,6.0,0,3.4885975719429885,0,2025,5,18,6
44.0,Male,Canada,Manitoba,Premium,21.811017452655033,Smart TV,3.0,0,3.1272436408541084,0,2023,10,26,3
27.0,Other,USA,Florida,Standard,15.68,Smart TV,1.0,0,2.8142103969306005,0,2025,6,9,0
41.0,Male,USA,Illinois,Premium,5.15,Desktop,3.0,1,1.8164520818184267,0,2023,5,3,2
18.0,Female,Canada,Saskatchewan,Premium,8.59,Tablet,5.0,0,2.2607208888953467,0,2023,5,9,1
44.0,Male,USA,Georgia,Premium,26.08,Gaming Console,6.0,0,3.298795448044074,0,2025,7,20,6
29.0,Female,Canada,British Columbia,Premium+,11.48,Tablet,6.0,0,2.5241273629412815,0,2024,8,10,5
40.0,Male,USA,New York,Premium,25.26,Smart TV,7.0,0,3.26804686887465,0,2025,1,16,3
47.0,Male,USA,Tennessee,Premium,8.11,Tablet,0.0,0,2.209372711271867,1,2023,6,23,4
42.0,Male,USA,Texas,Standard,21.9,Gaming Console,0.0,1,3.131136910560194,1,2022,8,12,4
41.0,Female,USA,Washington,Standard,5.79,Desktop,1.0,0,1.9154509415706047,0,2022,11,25,4
59.0,Female,Canada,Alberta,Standard,4.99,Tablet,2.0,0,1.7900914121273581,0,2024,10,19,5
27.0,Female,USA,New York,Premium,14.45,Tablet,2.0,0,2.7376090033437546,0,2024,2,9,4
37.0,Male,Canada,British Columbia,Basic,10.39,Smart TV,2.0,0,2.432735777459091,0,2025,5,31,5
29.0,Male,USA,Tennessee,Premium,14.33,Tablet,4.0,0,2.7298116928837226,0,2025,4,30,2
38.0,Other,USA,New York,Basic,4.66,Desktop,4.0,0,1.7334238922150915,0,2023,12,7,3
41.0,Other,USA,Texas,Standard,13.77,Laptop,4.0,0,2.6925980965432883,0,2025,3,9,6
21.0,Female,Canada,Nova Scotia,Premium+,16.41,Smart TV,2.0,0,2.8570447537800976,0,2023,4,8,5
34.0,Other,USA,Florida,Standard,7.42,Smart TV,4.0,1,2.130609828254235,0,2023,4,23,6
26.0,Female,USA,Indiana,Standard,22.854736059479553,Laptop,2.0,0,3.1719827745379456,0,2025,5,5,0
24.0,Male,USA,Washington,Basic,13.81,Gaming Console,3.0,0,2.6953026282797072,0,2024,4,27,5
38.0,Female,Canada,Alberta,Premium,8.12,Laptop,1.0,1,2.21046980408624,0,2023,7,8,5
42.0,Female,Canada,Saskatchewan,Premium,9.23,Laptop,3.0,1,2.325324579963535,0,2022,8,5,4
35.0,Male,USA,Illinois,Premium,15.56,Tablet,3.0,0,2.8069901489571136,0,2025,7,11,4
42.0,Female,USA,Ohio,Standard,38.59,Gaming Console,2.0,0,3.678576561118039,0,2023,6,5,0
38.0,Female,USA,Tennessee,Standard,27.73,Smart TV,3.0,0,3.3579418729911983,0,2023,4,1,5
48.0,Male,USA,Georgia,Premium,8.49,Smart TV,2.0,1,2.2502386126218363,0,2025,3,7,4
25.0,Male,Canada,Manitoba,Standard,24.0,Smart TV,3.0,1,3.2188758248682006,0,2025,4,1,1
32.0,Female,USA,Maryland,Premium,21.811017452655033,Smart TV,1.0,0,3.1272436408541084,0,2024,1,9,1
42.0,Female,USA,Illinois,Basic,12.21,Gaming Console,2.0,0,2.580974118534234,0,2024,9,12,3
38.0,Female,USA,Michigan,Premium,15.88,Laptop,2.0,0,2.826129489167811,0,2024,3,22,4
35.0,Male,USA,California,Premium+,19.675352862849536,Laptop,3.0,0,3.0289423078910556,0,2023,12,18,0
37.0,Female,USA,California,Basic,9.19,Mobile,2.0,0,2.321406847234633,0,2024,9,19,3
57.0,Female,USA,Pennsylvania,Standard,10.97,Gaming Console,1.0,0,2.482403519569882,0,2023,8,28,0
33.0,Female,Canada,British Columbia,Premium,29.14,Smart TV,4.0,0,3.4058531931983493,0,2022,11,12,5
32.0,Other,Canada,Quebec,Premium,18.79,Gaming Console,3.0,0,2.9851767596144745,0,2024,7,17,2
35.0,Other,Canada,Alberta,Premium,21.811017452655033,Laptop,0.0,0,3.1272436408541084,1,2023,3,2,3
41.0,Other,USA,Pennsylvania,Premium+,486.98,Laptop,2.0,0,6.1902744214067384,0,2025,2,17,0
11.0,Female,USA,Texas,Basic,3.23,Smart TV,3.0,0,1.4422019930581866,0,2023,12,18,0
35.0,Other,USA,Massachusetts,Premium+,2.2,Tablet,3.0,0,1.1631508098056809,0,2023,2,7,1
47.0,Female,Canada,Nova Scotia,Premium,23.05,Tablet,5.0,0,3.1801349965517702,0,2025,3,25,1
40.0,Male,Canada,New Brunswick,Premium,6.38,Tablet,6.0,0,1.998773638612381,0,2025,6,24,1
51.0,Male,USA,Illinois,Standard,25.71,Desktop,5.0,0,3.2850380271218693,0,2023,8,19,5
46.0,Male,USA,Massachusetts,Premium,35.68,Gaming Console,4.0,0,3.602231647388264,0,2024,11,11,0
38.0,Other,Canada,Saskatchewan,Basic,7.2,Desktop,2.0,0,2.1041341542702074,0,2024,10,9,2
49.0,Female,USA,Ohio,Standard,22.854736059479553,Mobile,0.0,0,3.1719827745379456,1,2023,7,26,2
46.0,Female,Canada,Newfoundland and Labrador,Basic,21.56,Laptop,1.0,0,3.1161784266298582,0,2025,2,21,4
40.0,Male,USA,Missouri,Basic,24.66,Gaming Console,2.0,0,3.2449333591874905,0,2024,11,12,1
32.0,Female,USA,California,Premium,21.811017452655033,Desktop,2.0,0,3.1272436408541084,0,2024,7,30,1
29.0,Female,USA,New York,Premium+,23.73,Gaming Console,2.0,0,3.208017081533325,0,2023,7,13,3
38.0,Other,USA,New York,Premium+,18.25,Smart TV,4.0,0,2.9575110607337933,0,2025,6,12,3
52.0,Female,USA,Indiana,Premium,3.33,Smart TV,2.0,1,1.4655675420143985,0,2022,8,9,1
28.0,Other,Canada,Ontario,Standard,23.25,Smart TV,3.0,1,3.188416617383492,0,2024,2,19,0
36.0,Male,USA,Georgia,Basic,29.24,Desktop,3.0,0,3.4091655513113324,0,2023,7,16,6
29.0,Other,Canada,Manitoba,Premium,34.21,Tablet,0.0,0,3.5613301331669613,1,2022,11,17,3
44.0,Female,USA,Texas,Premium,21.811017452655033,Laptop,1.0,0,3.1272436408541084,0,2024,6,2,6
33.0,Male,USA,Washington,Premium,6.93,Laptop,3.0,0,2.0706530356467567,0,2024,8,17,5
37.0,Other,USA,Washington,Premium,32.2,Gaming Console,0.0,0,3.502549875922443,1,2024,2,12,0
18.0,Other,USA,Illinois,Premium+,19.675352862849536,Gaming Console,4.0,0,3.0289423078910556,0,2023,10,5,3
32.0,Female,USA,Missouri,Standard,50.29,Desktop,1.0,0,3.937495801401177,0,2022,12,24,5
39.0,Female,USA,North Carolina,Premium,7.3,Tablet,4.0,0,2.1162555148025524,0,2022,9,16,4
43.0,Female,Canada,New Brunswick,Premium,15.71,Gaming Console,1.0,0,2.8160073426073025,0,2024,2,11,6
49.0,Male,USA,Indiana,Standard,12.15,Mobile,3.0,0,2.5764217586237734,0,2022,10,11,1
20.0,Female,USA,Virginia,Standard,29.9,Laptop,0.0,1,3.4307561839036995,1,2022,9,17,5
43.0,Other,USA,Washington,Premium,45.86,Tablet,2.0,0,3.8471644330796497,0,2025,1,13,0
12.0,Female,Canada,Ontario,Premium,6.18,Smart TV,3.0,0,1.9712993830601329,0,2022,8,19,4
42.0,Male,USA,Washington,Premium,2.38,Smart TV,2.0,0,1.2178757094949273,0,2023,3,28,1
51.0,Female,USA,Washington,Standard,17.11,Desktop,4.0,0,2.896464271895322,0,2024,2,5,0
36.0,Female,USA,Texas,Standard,6.43,Desktop,1.0,0,2.005525858729668,0,2024,7,27,5
43.0,Other,USA,Wisconsin,Standard,23.45,Tablet,3.0,0,3.196630215920881,0,2023,9,13,2
26.0,Male,USA,New Jersey,Premium,2.86,Tablet,1.0,0,1.3506671834767394,0,2025,7,14,0
54.0,Female,USA,Tennessee,Premium+,10.52,Mobile,3.0,0,2.444084655267745,0,2023,9,24,6
26.0,Other,USA,New Jersey,Premium+,8.4,Gaming Console,0.0,0,2.2407096892759584,1,2025,3,9,6
29.0,Male,Canada,Prince Edward Island,Premium,35.22,Laptop,7.0,0,3.589611452455267,0,2023,11,28,1
41.0,Male,USA,Ohio,Premium,48.51,Laptop,2.0,1,3.9021746693733315,0,2023,7,18,1
14.0,Female,Canada,Prince Edward Island,Standard,21.97,Mobile,5.0,0,3.134189016701007,0,2024,4,30,1
14.0,Other,Canada,Newfoundland and Labrador,Premium+,12.41,Mobile,4.0,0,2.596000697293587,0,2024,2,5,0
22.0,Female,Canada,Newfoundland and Labrador,Premium,9.83,Gaming Console,7.0,0,2.382320061012899,0,2023,4,24,0
28.0,Female,Canada,Saskatchewan,Standard,16.84,Tablet,4.0,0,2.8814431271518632,0,2024,10,19,5
53.0,Female,Canada,Manitoba,Premium,10.76,Gaming Console,2.0,0,2.464703942470481,0,2025,4,12,5
38.0,Female,Canada,Nova Scotia,Premium,39.85,Smart TV,6.0,0,3.709906821306012,0,2024,2,5,0
36.0,Male,Canada,Nova Scotia,Standard,27.5,Gaming Console,2.0,0,3.349904087274605,0,2025,5,8,3
46.0,Female,USA,California,Premium,21.811017452655033,Gaming Console,0.0,1,3.1272436408541084,1,2025,5,11,6
38.0,Other,USA,Pennsylvania,Premium,32.25,Laptop,2.0,1,3.5040547671018634,0,2023,5,31,2
32.0,Female,USA,Ohio,Premium,14.63,Tablet,5.0,0,2.749192144433385,0,2024,10,20,6
27.0,Female,USA,Wisconsin,Standard,15.58,Smart TV,0.0,0,2.8081971497071487,1,2024,6,22,5
52.0,Female,Canada,Saskatchewan,Standard,31.26,Desktop,1.0,0,3.473828072697063,0,2022,9,26,0
26.0,Female,USA,New York,Premium+,24.33,Mobile,1.0,1,3.231989464013584,0,2022,12,16,4
27.0,Female,Canada,Manitoba,Basic,20.136172344689378,Gaming Console,7.0,0,3.0509859018293035,0,2025,7,28,0
53.0,Female,USA,New York,Standard,12.82,Mobile,2.0,0,2.626116818339524,0,2025,3,22,5
35.0,Female,USA,Illinois,Standard,2.61,Desktop,5.0,0,1.2837077723447896,0,2023,6,17,5
45.0,Female,USA,Tennessee,Standard,28.91,Laptop,2.0,0,3.398192872641857,0,2022,8,21,6
34.0,Male,Canada,Nova Scotia,Standard,21.28,Gaming Console,3.0,0,3.1036894150590832,0,2025,1,18,5
39.0,Other,Canada,Newfoundland and Labrador,Premium+,554.34,Smart TV,4.0,1,6.319580538788542,0,2024,2,27,1
33.0,Other,Canada,Alberta,Standard,22.854736059479553,Desktop,2.0,0,3.1719827745379456,0,2023,11,10,4
42.0,Male,Canada,Prince Edward Island,Basic,20.136172344689378,Laptop,4.0,0,3.0509859018293035,0,2022,12,31,5
23.0,Other,USA,Maryland,Premium,21.811017452655033,Desktop,2.0,0,3.1272436408541084,0,2025,5,24,5
20.0,Male,Canada,Manitoba,Premium,5.78,Mobile,3.0,0,1.9139771019523042,0,2025,6,23,0
53.0,Female,USA,Illinois,Premium,25.91,Gaming Console,5.0,1,3.2924979647388146,0,2023,6,18,6
44.0,Male,USA,Washington,Premium,21.811017452655033,Tablet,2.0,0,3.1272436408541084,0,2024,9,27,4
42.0,Female,USA,Pennsylvania,Premium,21.811017452655033,Gaming Console,0.0,0,3.1272436408541084,1,2024,3,2,5
38.0,Female,USA,California,Standard,9.52,Desktop,2.0,0,2.3532782073095637,0,2025,1,20,0
25.0,Female,USA,Washington,Premium,6.02,Smart TV,2.0,1,1.9487632180377197,0,2025,2,14,4
42.0,Female,USA,Florida,Standard,7.41,Mobile,0.0,0,2.1294214739848565,1,2024,11,23,5
45.0,Female,Canada,Prince Edward Island,Premium,15.15,Mobile,2.0,0,2.7819200496686656,0,2024,9,3,1
33.0,Other,Canada,Prince Edward Island,Premium,16.99,Smart TV,2.0,0,2.8898160479624417,0,2023,9,2,5
52.0,Male,USA,New Jersey,Standard,44.52,Smart TV,2.0,0,3.8181517898180757,0,2023,11,5,6
30.0,Male,USA,Illinois,Basic,9.59,Tablet,2.0,0,2.359910159613315,0,2024,8,8,3
12.0,Female,USA,New Jersey,Basic,12.84,Gaming Console,2.0,0,2.6275629501895237,0,2025,7,25,4
31.0,Male,USA,Tennessee,Standard,38.46,Desktop,1.0,0,3.6752875005944694,0,2024,2,19,0
42.0,Male,USA,Tennessee,Basic,3.95,Smart TV,2.0,0,1.599387576580599,0,2023,10,3,1
28.0,Female,Canada,Nova Scotia,Premium,20.25,Mobile,2.0,1,3.056356895370426,0,2022,12,12,0
29.0,Male,USA,Maryland,Basic,5.09,Smart TV,3.0,0,1.8066480817218056,0,2025,7,19,5
34.0,Male,USA,Texas,Premium,15.33,Desktop,2.0,0,2.7930039069823738,0,2025,1,11,5
10.0,Other,USA,Florida,Basic,52.39,Smart TV,0.0,1,3.9776234625120948,1,2023,7,27,3
18.0,Male,USA,Michigan,Standard,15.84,Laptop,2.0,0,2.8237570088141806,0,2024,2,9,4
38.0,Female,Canada,Quebec,Standard,4.09,Laptop,0.0,0,1.6272778305624314,1,2024,11,3,6
42.0,Male,Canada,New Brunswick,Basic,14.59,Mobile,3.0,0,2.7466296830696852,0,2024,10,30,2
43.0,Female,USA,Ohio,Standard,6.2,Tablet,2.0,1,1.9740810260220096,0,2024,12,5,3
50.0,Other,USA,Pennsylvania,Standard,9.22,Mobile,4.0,0,2.3243465847755584,0,2022,12,8,3
31.0,Other,Canada,New Brunswick,Premium,21.35,Desktop,0.0,0,3.106826321059578,1,2024,1,4,3
52.0,Male,USA,Indiana,Standard,22.854736059479553,Gaming Console,2.0,0,3.1719827745379456,0,2025,6,27,4
43.0,Female,USA,Florida,Premium,18.72,Desktop,4.0,0,2.9816333491744893,0,2024,2,21,2
47.0,Female,Canada,Newfoundland and Labrador,Basic,15.13,Gaming Console,2.0,0,2.7806808921371178,0,2025,1,15,2
21.0,Other,USA,Georgia,Standard,7.56,Mobile,0.0,1,2.1471001901536506,1,2024,3,18,0
48.0,Male,Canada,Nova Scotia,Premium,24.19,Mobile,1.0,0,3.226447090364519,0,2023,6,17,5
22.0,Male,USA,Washington,Premium,1.57,Tablet,7.0,0,0.9439058989071284,0,2024,7,25,3
43.0,Female,USA,New York,Premium,13.82,Mobile,1.0,0,2.695977619867941,0,2022,9,4,6
23.0,Female,USA,Tennessee,Premium,20.88,Laptop,1.0,0,3.0855729775537806,0,2024,4,6,5
18.0,Other,USA,Washington,Premium,13.36,Tablet,3.0,0,2.664446563620078,0,2024,5,17,4
52.0,Male,USA,New York,Standard,11.65,Smart TV,2.0,0,2.5376572151735295,0,2022,9,18,6
